ElapsedSeconds,PowerMW,ThroughputTotalMbps,Phase
1005.0,8720.0,954.9784718548739,load
1010.0,8720.0,954.9315364271687,load
1015.0,8720.0,955.1594178410335,load
1020.0,8720.0,954.3488348358164,load
1025.0,8720.0,955.1201492672045,load
1030.0,8650.0,954.9480241954352,load
1035.0,8650.0,954.8280324801707,load
1040.0,8650.0,955.2051571479193,load
1045.0,8790.0,955.4052243607201,load
1050.0,8790.0,955.297023907019,load
1055.0,8790.0,954.4294943313731,load
1060.0,8720.0,955.3021802182082,load
1065.0,8720.0,954.4832125095002,load
1070.0,8720.0,954.2673470340064,load
1075.0,8720.0,954.5295422752114,load
1080.0,8720.0,954.9498978414914,load
1085.0,8720.0,954.4021696342002,load
1090.0,8720.0,955.1835054136108,load
1095.0,8650.0,955.2593376499767,load
1100.0,8650.0,954.8510730462459,load
1105.0,8650.0,954.5969390546974,load
1110.0,8860.0,955.332837981323,load
1115.0,8860.0,955.6753636335523,load
1120.0,8860.0,954.792068940962,load
1125.0,8720.0,955.7372920670688,load
1130.0,8720.0,955.4702126694726,load
1135.0,8860.0,954.1970971958575,load
1140.0,8860.0,954.9255410162302,load
1145.0,8860.0,955.115369780548,load
1150.0,8720.0,955.1030932791515,load
1155.0,8720.0,955.4114133425672,load
1160.0,8720.0,955.1829430439802,load
1165.0,8650.0,954.1302244705323,load
1170.0,8650.0,955.5681338286373,load
1175.0,8650.0,955.3968787394355,load
1180.0,9150.0,954.7229591200224,load
1185.0,9150.0,955.045932046943,load
1190.0,9150.0,955.0666404898556,load
1195.0,8790.0,954.9288197472595,load
1200.0,8790.0,954.3336776125228,load
1205.0,8790.0,954.9406233653915,load
1210.0,8720.0,955.466179948596,load
1215.0,8720.0,954.9201077400938,load
1220.0,8720.0,954.8342139863153,load
1225.0,8720.0,954.9964603075687,load
1230.0,8720.0,954.5353455123113,load
1235.0,8720.0,954.5220543316059,load
1240.0,8720.0,954.7704359294188,load
1245.0,8720.0,954.6851308808097,load
1250.0,8720.0,954.8985625986056,load
1255.0,8720.0,954.5345967035591,load
1260.0,8720.0,955.0318770543095,load
1265.0,8720.0,955.3515898766016,load
1270.0,8720.0,954.4051640452263,load
1275.0,8720.0,954.9797834899776,load
1280.0,8720.0,954.9067121682365,load
1285.0,8720.0,954.699643835979,load
1290.0,8720.0,954.4233180643346,load
1295.0,8720.0,955.2313092526645,load
1300.0,8720.0,955.6141937273736,load
1305.0,8720.0,954.819228655045,load
1310.0,8720.0,954.3776536006122,load
1315.0,8720.0,954.356694326335,load
1320.0,8790.0,955.1489209132177,load
